iter	Passed	Remaining
413	1087	1538
414	1088	1534
415	1089	1530
416	1092	1527
417	1094	1524
418	1096	1520
419	1097	1515
420	1099	1511
421	1101	1508
422	1103	1504
423	1104	1500
424	1110	1502
425	1113	1499
426	1114	1495
427	1116	1492
428	1118	1488
429	1121	1486
430	1123	1482
431	1125	1479
432	1127	1476
433	1129	1473
434	1132	1470
435	1137	1470
436	1138	1467
437	1140	1463
438	1142	1459
439	1144	1456
440	1146	1452
441	1152	1454
442	1155	1452
443	1158	1450
444	1163	1450
445	1167	1449
446	1171	1448
447	1173	1445
448	1174	1441
449	1178	1440
450	1183	1441
451	1189	1441
452	1191	1439
453	1197	1440
454	1204	1442
455	1206	1439
456	1216	1445
457	1219	1442
458	1221	1439
459	1223	1436
460	1226	1433
461	1230	1433
462	1233	1430
463	1235	1427
464	1237	1424
465	1240	1421
466	1244	1420
467	1247	1417
468	1257	1423
469	1262	1423
470	1264	1420
471	1266	1417
472	1269	1413
473	1271	1411
474	1279	1413
475	1281	1410
476	1283	1407
477	1286	1405
478	1293	1406
479	1298	1406
480	1300	1403
481	1308	1406
482	1311	1404
483	1319	1406
484	1325	1407
485	1329	1405
486	1334	1405
487	1337	1402
488	1339	1399
489	1345	1400
490	1347	1397
491	1351	1395
492	1354	1392
493	1360	1393
494	1364	1392
495	1368	1390
496	1374	1391
497	1377	1388
498	1389	1395
499	1392	1392
500	1395	1389
501	1397	1386
502	1404	1387
503	1410	1387
504	1414	1386
505	1417	1383
506	1420	1381
507	1422	1377
508	1425	1374
509	1427	1371
510	1429	1368
511	1435	1368
512	1438	1365
513	1441	1362
514	1444	1360
515	1448	1358
516	1450	1355
517	1453	1352
518	1456	1349
519	1465	1352
520	1466	1348
521	1471	1347
522	1479	1349
523	1483	1347
524	1485	1343
525	1487	1340
526	1497	1343
527	1499	1340
528	1501	1337
529	1507	1336
530	1511	1335
531	1513	1331
532	1515	1328
533	1517	1324
534	1519	1320
535	1524	1319
536	1527	1316
537	1529	1313
538	1531	1309
539	1533	1306
540	1535	1303
541	1539	1300
542	1541	1297
543	1543	1293
544	1545	1290
545	1548	1287
546	1553	1286
547	1555	1283
548	1557	1279
549	1559	1276
550	1561	1272
551	1563	1268
552	1567	1267
553	1570	1264
554	1572	1260
555	1574	1257
556	1576	1253
557	1577	1249
558	1579	1246
559	1583	1243
560	1585	1240
561	1587	1237
562	1588	1233
563	1590	1229
564	1592	1226
565	1596	1224
566	1599	1221
567	1600	1217
568	1602	1213
569	1604	1210
570	1605	1206
571	1608	1203
572	1613	1202
573	1615	1198
574	1616	1195
575	1618	1191
576	1620	1188
577	1622	1184
578	1627	1183
579	1629	1180
580	1631	1176
581	1633	1173
582	1635	1169
583	1637	1166
584	1640	1163
585	1643	1160
586	1644	1157
587	1646	1153
588	1648	1149
589	1649	1146
590	1651	1142
591	1652	1139
592	1656	1136
593	1658	1133
594	1660	1130
595	1662	1126
596	1663	1123
597	1665	1119
598	1667	1116
599	1670	1113
600	1673	1110
601	1676	1108
602	1678	1104
603	1679	1101
604	1681	1098
605	1686	1096
606	1688	1093
607	1690	1089
608	1691	1086
609	1693	1082
610	1695	1079
611	1696	1075
612	1700	1073
613	1702	1070
614	1704	1067
615	1705	1063
616	1707	1059
617	1708	1056
618	1709	1052
619	1711	1049
620	1713	1045
621	1716	1043
622	1718	1039
623	1720	1036
624	1721	1033
625	1723	1029
626	1725	1026
627	1727	1023
628	1734	1022
629	1736	1019
630	1739	1017
631	1741	1014
632	1747	1013
633	1749	1010
634	1752	1007
635	1764	1009
636	1766	1006
637	1768	1003
638	1770	1000
639	1774	997
640	1777	995
641	1781	993
642	1783	989
643	1784	986
644	1786	983
645	1790	981
646	1796	980
647	1798	976
648	1800	973
649	1803	970
650	1806	968
651	1811	966
652	1813	963
653	1816	960
654	1823	960
655	1826	957
656	1830	955
657	1838	955
658	1841	952
659	1845	950
660	1847	947
661	1854	946
662	1858	944
663	1861	941
664	1864	939
665	1875	940
666	1879	938
667	1889	938
668	1891	935
669	1893	932
670	1899	931
671	1903	929
672	1905	925
673	1907	922
674	1909	919
675	1914	917
676	1916	914
677	1923	913
678	1927	911
679	1931	908
680	1934	906
681	1947	908
682	1965	912
683	1968	909
684	1974	907
685	1977	904
686	1979	901
687	1981	898
688	1988	897
689	1991	894
690	1993	891
691	1995	888
692	1998	885
693	2001	882
694	2004	879
695	2007	876
696	2010	873
697	2011	870
698	2015	867
699	2017	864
700	2021	862
701	2023	859
702	2029	857
703	2033	854
704	2035	851
705	2037	848
706	2039	845
707	2042	842
708	2046	839
709	2048	836
710	2050	833
711	2052	830
712	2054	826
713	2055	823
714	2058	820
715	2060	817
716	2062	813
717	2064	810
718	2067	807
719	2068	804
720	2070	801
721	2074	798
722	2076	795
723	2078	792
724	2081	789
725	2083	786
726	2085	783
727	2089	780
728	2091	777
729	2093	774
730	2095	771
731	2097	767
732	2098	764
733	2100	761
734	2105	759
735	2109	756
736	2111	753
737	2113	750
738	2115	747
739	2119	744
740	2121	741
741	2123	738
742	2125	735
743	2129	732
744	2131	729
745	2133	726
746	2135	723
747	2138	720
748	2139	717
749	2141	713
750	2143	710
751	2147	708
752	2149	705
753	2151	701
754	2153	698
755	2155	695
756	2157	692
757	2159	689
758	2161	686
759	2163	683
760	2166	680
761	2170	677
762	2172	674
763	2175	672
764	2178	669
765	2180	665
766	2182	662
767	2185	660
768	2186	656
769	2188	653
770	2191	650
771	2193	647
772	2195	644
773	2196	641
774	2198	638
775	2200	635
776	2201	631
777	2203	628
778	2205	625
779	2207	622
780	2209	619
781	2210	616
782	2212	613
783	2214	609
784	2215	606
785	2217	603
786	2219	600
787	2221	597
788	2223	594
789	2225	591
790	2226	588
791	2228	585
792	2230	582
793	2231	579
794	2234	576
795	2236	573
796	2237	569
797	2239	566
798	2241	563
799	2242	560
800	2243	557
801	2245	554
802	2247	551
803	2249	548
804	2251	545
805	2252	542
806	2254	539
807	2256	536
808	2257	533
809	2259	530
810	2261	526
811	2263	524
812	2265	521
813	2266	517
814	2268	514
815	2269	511
816	2271	508
817	2273	505
818	2274	502
819	2276	499
820	2279	496
821	2281	493
822	2282	490
823	2285	488
824	2286	485
825	2288	482
826	2290	479
827	2292	476
828	2294	473
829	2295	470
830	2297	467
831	2299	464
832	2301	461
833	2302	458
834	2304	455
835	2306	452
836	2308	449
837	2309	446
838	2311	443
839	2313	440
840	2315	437
841	2317	434
842	2320	432
843	2322	429
844	2324	426
845	2327	423
846	2328	420
847	2330	417
848	2332	414
849	2333	411
850	2336	409
851	2338	406
852	2339	403
853	2341	400
854	2343	397
855	2344	394
856	2346	391
857	2348	388
858	2349	385
859	2351	382
860	2352	379
861	2354	376
862	2355	373
863	2357	371
864	2358	368
865	2360	365
866	2361	362
867	2363	359
868	2365	356
869	2367	353
870	2369	350
871	2371	348
872	2374	345
873	2376	342
874	2378	339
875	2382	337
876	2384	334
877	2386	331
878	2388	328
879	2390	325
880	2392	323
881	2394	320
882	2397	317
883	2399	314
884	2401	312
885	2403	309
886	2405	306
887	2407	303
888	2410	300
889	2412	298
890	2414	295
891	2416	292
892	2418	289
893	2419	286
894	2421	284
895	2423	281
896	2426	278
897	2428	275
898	2429	272
899	2431	270
900	2433	267
901	2434	264
902	2435	261
903	2437	258
904	2441	256
905	2442	253
906	2444	250
907	2446	247
908	2448	245
909	2449	242
910	2451	239
911	2454	236
912	2456	234
913	2458	231
914	2459	228
915	2461	225
916	2463	222
917	2464	220
918	2466	217
919	2468	214
920	2470	211
921	2471	209
922	2473	206
923	2475	203
924	2476	200
925	2478	198
926	2479	195
927	2481	192
928	2483	189
929	2485	187
930	2486	184
931	2488	181
932	2489	178
933	2491	176
934	2492	173
935	2494	170
936	2495	167
937	2499	165
938	2500	162
939	2502	159
940	2504	157
941	2505	154
942	2507	151
943	2509	148
944	2510	146
945	2512	143
946	2514	140
947	2516	138
948	2517	135
949	2519	132
950	2520	129
951	2522	127
952	2524	124
953	2526	121
954	2528	119
955	2529	116
956	2531	113
957	2532	111
958	2533	108
959	2536	105
960	2537	102
961	2539	100
962	2541	97
963	2542	94
964	2544	92
965	2545	89
966	2547	86
967	2548	84
968	2550	81
969	2551	78
970	2553	76
971	2554	73
972	2556	70
973	2557	68
974	2559	65
975	2560	62
976	2561	60
977	2563	57
978	2564	55
979	2565	52
980	2567	49
981	2569	47
982	2570	44
983	2572	41
984	2573	39
985	2575	36
986	2576	33
987	2578	31
988	2579	28
989	2581	26
990	2583	23
991	2585	20
992	2586	18
993	2588	15
994	2589	13
995	2591	10
996	2592	7
997	2593	5
998	2595	2
999	2596	0
